id,topic,quote,author,page,source_title,source_file
108,"THE BISHOP, BISHOPS",Poverty is the true characteristic of a bishop.,Alphonsus Liguori,47,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
109,BITTERNESS,"If a man cannot bear being reviled, he will not see glory. If he is not cleansed of bitterness, he will not savor sweetness. Barsanuphius The recollection of an injury is … a rusty arrow and poison for the soul.",Francis of Paola,48,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
110,"BLESSING, BLESSINGS",God is more anxious to bestow His blessings on us than we are to receive them.,Augustine of Hippo,49,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
111,"BLESSING, BLESSINGS",It is not God’s way that great blessings should descend without the sacrifice first of great sufferings.,John Henry Cardinal Newman,49,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
112,"BODY, THE HUMAN",Let no one tell you that this body of ours is a stranger to God.,Cyril of Jerusalem,50,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
113,"BODY, THE HUMAN","Don’t tell me that the body is the cause of sin: After all, if the body is the cause of sin, how is it that a corpse doesn’t sin? Put a sword in the right hand of someone who has just died, and no murder takes place. Let beautiful women of all kinds parade before a young man who has just died, and no lewd desire arises. Why not? Because the body of itself doesn’t sin —rather, the soul sins through the body. The body is the soul’s instrument, its cloak and garment.",Cyril of Jerusalem,50,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
114,"BODY, THE HUMAN","Our body is like armor, our soul like the warrior. Take care of both, and you will be ready for what comes.",Amma Syncletica,50,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
115,"BODY, THE HUMAN","The soul is the user, the body for use; hence the one is master, the other servant.",Ambrose of Milan,50,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
116,"BODY, THE HUMAN","God is the Creator of the human body as well as the soul. Neither of these is evil, nor does God hate either of them: for He hates none of the things that He has made.",Augustine of Hippo,50,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
117,"BODY, THE HUMAN","In no part of the human body visible to us is beauty sacrificed to utility, while there are some parts that serve no purpose except beauty. So I think we can readily conclude that when God created the body, He showed a greater regard for beauty than for necessity.",Augustine of Hippo,50,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
118,"BODY, THE HUMAN",Don’t ask me to give in to this body of mine. I can’t afford it. Between me and my body there must be a struggle until death.,Margaret of Cortona,51,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
119,"BODY, THE HUMAN","I have made a contract with my body: It has promised to accept harsh treatment from me on earth, and I have promised that it shall receive eternal rest in heaven.",Peter of Alcantara,51,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
120,"BODY, THE HUMAN","One should never deny the body what is due to it, so that the body itself may not hinder what is due to the soul.",Peter of Alcantara,51,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
121,BOOKS,"In answer to a philosopher who asked him how he could be happy without books: My book, O philosopher, is the nature of created things, and any time I want to read the words of God, the book is before me.",Antony the Great,52,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
122,BOOKS,Never read books you aren’t sure about … even supposing that these bad books are very well written from a literary point of view. Let me ask you this: Would you drink something you knew was poisoned just because it was offered to you in a golden cup?,John Bosco,52,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
123,BOOKS,"Nothing is more common in an age like this, when books abound, than to fancy that the gratification of a love of reading is real study.",John Henry Cardinal Newman,52,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
124,BOOKS,"It is our duty to live among books; especially to live by one Book, and a very old one.",John Henry Cardinal Newman,52,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
125,BOOKS,"I have my room, some books, and a nearby chapel. That is complete happiness.",Miguel of Ecuador,52,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
126,CATECHESIS,"The task of the catechist is to take up one or other of the truths of faith or of Christian morality, and then explain it in all its parts; and since amendment of life is the chief aim of his instruction, the catechist must needs make a comparison between what God commands us to do and what is our actual conduct. After this, he will use examples appropriately taken from the Holy Scriptures, Church history, and the lives of the saints—thus moving his hearers and clearly pointing out to them how they are to regulate their own conduct.",Pope Pius,53,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
127,"CATHOLIC, CATHOLICS, CATHOLICISM","X Christian is my name, and Catholic my surname. The one designates me, while the other manifests me for what I am. Thus am I attested and set apart. … When we are called Catholics, it is by this name that our people are kept apart from any heretical name.",Pacianus of Barcelona,53,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
128,"CATHOLIC, CATHOLICS, CATHOLICISM","He is a true and genuine Catholic who loves the truth of God, the Church, and the Body of Christ; who puts nothing else before divine religion and the Catholic faith, neither the authority nor the love nor the genius nor the eloquence nor the philosophy of any man whatsoever; but, despising all that and being fixed, stable, and persevering in his faith, is determined in himself to hold and believe that only which he knows the Catholic Church has held universally and from ancient times.",Vincent of Lerins,54,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
129,"CATHOLIC, CATHOLICS, CATHOLICISM",He cannot be accounted a Catholic who does not agree with the Roman Church.,Pope Gregory VII,54,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
130,"CATHOLIC, CATHOLICS, CATHOLICISM","No one can be a Catholic without a simple faith that what the Church declares in God’s name is God’s word, and therefore true. A man must simply believe that the Church is the oracle of God; he must be as certain of her mission as he is of the mission of the Apostles.",John Henry Cardinal Newman,54,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
131,"CATHOLIC, CATHOLICS, CATHOLICISM","Catholicism is a deep matter, you cannot take it up in a tea-cup.",John Henry Cardinal Newman,54,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
132,"CATHOLIC, CATHOLICS, CATHOLICISM","In the long run it will be found that either the Catholic religion is verily and indeed the coming in of the unseen world into this, or that there is nothing positive, nothing dogmatic, nothing real in any of our notions as to whence we come and whither we are going.",John Henry Cardinal Newman,54,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
133,CHANGE,"Let nothing disturb you, nothing frighten you; all things are passing; God never changes.",Teresa of Avila,55,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
134,CHANGE,"Well and good if all things change, Lord God, provided we are rooted in You.",John of the Cross,55,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
135,CHANGE,"In a higher world it is otherwise; but here below, to live is to change, and to be perfect is to have changed often.",John Henry Cardinal Newman,55,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
136,CHARITY,He who has charity is far from all sin.,Polycarp of Smyrna,56,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
137,CHARITY,"Charity is the bond of brotherhood, the foundation of peace, the mainstay and security of unity, which is greater than both hope and faith, which excels both good works and martyrdom, which will abide with us always, eternal with God in the kingdom of heaven.",Cyprian of Carthage,56,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
138,CHARITY,I define charity as a motion of the soul whose purpose is to enjoy God for His own sake and oneself and one’s neighbor for the sake of God.,Augustine of Hippo,56,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
139,CHARITY,"Charity is the form, mover, mother, and root of all the virtues.",Thomas Aquinas,56,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
140,CHARITY,It can only be disgraceful for some Christians to snore while other Christians are in peril.,Thomas More,56,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
141,CHARITY,"Charity is that with which no one is lost, and without which no one is saved.",Robert Cardinal Bellarmine,56,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
142,CHARITY,"The school of Christ is the school of charity. On the last day, when the general examination takes place, there will be no question at all on the text of Aristotle, the aphorisms of Hippocrates, or the paragraphs of Justinian. Charity will be the whole syllabus.",Robert Cardinal Bellarmine,56,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
143,CHARITY,"True virtue has no limits, but goes on and on, and especially holy charity, which is the virtue of virtues, and which, having an infinite object, would become infinite if it could meet with a heart capable of infinity.",Francis de Sales,56,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
144,CHASTITY,"Don’t say that you have a chaste mind if you have unchaste eyes, because an unchaste eye is the messenger of an unchaste heart.",Augustine of Hippo,57,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
